subject,object,relation,uid,status
Duchenne muscular dystrophy,abnormal cellular Ca 2+ handling,Disease - Phenotype (positive),:37240001:YA7z5M7mcLYeNrbMTakECM,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,wasting of muscles,Disease - Phenotype (positive),:37239853:FeFtogaXVem4Xxabgm2ahf,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,difficulty moving,Disease - Phenotype (positive),:37239853:4Z4bDfZ8rDvVTdK6GK3VeQ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,premature death,Disease - Phenotype (positive),:37239853:jpgGt6PNcMt5pewx2MQkdv,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,heart failure,Disease - Phenotype (positive),:37239853:AGYZRMhqnZh7NYCaWA8uzd,APPROVED(NODE_ALL_EXISTS)
Duchenne Muscular Dystrophy (DMD),loss-of-function mutations,Disease - Phenotype (positive),:37238739:UtrEGWcW5pruvMV4Gy3GU9,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,fatigue,Disease - Phenotype (positive),:37236246:ZyH3pAQLEEaastcXjtJ58z,APPROVED(NODE_ALL_EXISTS)
IL34,muscle regeneration defects,Phenotype - Protein,:37215564:ZCkPb6Akzd9gZiTceb22Pb,ONLY_ONE_SIDE_SYNONYM
NFKB1 signaling,IL34,Pathway - Protein,:37215564:m8occXagsGX6sNFPKhZHtN,ONLY_ONE_SIDE_SYNONYM
NFKB1 signaling,Akt,Pathway - Protein,:37215564:AhgcTfFaUCuWVpXhJkEACc,ONLY_ONE_SIDE_SYNONYM
Igfbp5,deficient differentiation,Phenotype - Protein,:37215564:eqFt3WpAnxu4r5zDfidKyL,TWO_SIDE_NO_SYNONYM
IL34,dystrophic muscles,Phenotype - Protein,:37215564:WkmzxCPNknbBf8tVac9nnn,ONLY_ONE_SIDE_SYNONYM
Akt,dystrophic muscles,Phenotype - Protein,:37215564:BsunWNRfpFnBPjyKPmiTdW,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dysphagia,Disease - Phenotype (positive),:37212070:FydMyNLxWe2WB37eVbPRPU,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,progressive deterioration of muscle groups involved in swallowing function,Disease - Phenotype (positive),:37212070:fNCVmBSwcbNbHgAcTQEEjy,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,impairment of autonomic function,Disease - Phenotype (positive),:37212070:dmc2oSZPBg8Bi2kunTxyoD,ONLY_ONE_SIDE_SYNONYM
DMD,swallowing-related QoL,Disease - Phenotype (positive),:37212070:Bpvsttnz4HMxctm4g2nPDN,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:37208786:arD47cdTsuTBUkjuBm2JSf,KG_ALREADY_EXISTS
DMD,severe skeletal muscle weakness,Disease - Phenotype (positive),:37208786:nCczDpk7NaJ5v4j2gV3urZ,ONLY_ONE_SIDE_SYNONYM
DMD,degeneration,Disease - Phenotype (positive),:37208786:ahKoVpFDvpyMxTTXeNXorw,APPROVED(NODE_ALL_EXISTS)
DMD,early death,Disease - Phenotype (positive),:37208786:8NpfYm9AeboTxRfTqaWbgA,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,dystrophin,Disease - Protein,:37207938:Gbiy7CQvivdVFjMukS7DkP,KG_ALREADY_EXISTS
Cystic Fibrosis,Cystic Fibrosis Transmembrane Conductance Regulator,Disease - Protein,:37207938:HpAxGY5Yw9yrasPjPX6cQ6,APPROVED
airway epithelial cells,CFTR,Anatomy - Protein (present),:37207938:6v3phkxYgkj8RL6qkn7bzz,ONLY_ONE_SIDE_SYNONYM
muscle cells,dystrophin,Anatomy - Protein (present),:37207938:EUEcnYitkmvE75tGLLASdm,ONLY_ONE_SIDE_SYNONYM
Eteplirsen,Duchenne muscular dystrophy,Drug - Disease (indication),:37207382:jW9fbAfzPYgXVj2e9WbkTL,APPROVED
Eteplirsen,pyrexia,Drug - Phenotype,:37207382:RShJH28DfcwQtCFRwChohr,APPROVED
Eteplirsen,cough,Drug - Phenotype,:37207382:mcdqn5Ns9KfwjfxVwSmwZq,APPROVED
Eteplirsen,nasopharyngitis,Drug - Phenotype,:37207382:iPsthh5Hg9bnrNxBj7M3vt,ONLY_ONE_SIDE_SYNONYM
Eteplirsen,vomiting,Drug - Phenotype,:37207382:bqLJLBRFHwgRyDLtMCDKgs,APPROVED
Eteplirsen,diarrhea,Drug - Phenotype,:37207382:TqyBsY6Gwx4vGr4r7zzyuW,APPROVED
alglucosidase alfa,Pompe disease,Drug - Disease (indication),:37194523:FknoTzQN2Hj32v2gukgYzG,APPROVED
avalglucosidase alfa,Pompe disease,Drug - Disease (indication),:37194523:WJawFrPL8idxVLwhnJ4WcU,APPROVED
viltolarsen,Duchenne muscular dystrophy,Drug - Disease (indication),:37194523:J3K4o5dPW2oNZTsuRgDSrt,APPROVED
predonisolone,Duchenne muscular dystrophy,Drug - Disease (indication),:37194523:c8pNQVCpsCmZvzSHNKedvq,APPROVED
corticosteroid,Becker muscular dystrophy,Drug - Disease (indication),:37194523:2dSf7RoP4VuUcvs4DetDmH,APPROVED
corticosteroid,manifesting female carriers of DMD mutation,Drug - Disease (indication),:37194523:BWQqBRC8x3BpxpLhvmQp2i,ONLY_ONE_SIDE_SYNONYM
corticosteroid,adverse effects,Drug - Phenotype,:37194523:ALRMpo3MFaB43UkgJfGBuT,ONLY_ONE_SIDE_SYNONYM
corticosteroid,other types of muscular dystrophy,Drug - Disease (indication),:37194523:ZnQnYr2StdTVJAJzzKgwim,ONLY_ONE_SIDE_SYNONYM
fatigue resistance,peroxisome proliferator-activated receptor γ coactivator 1-α,Phenotype - Protein,:37184335:ZvVaPA4sbYQbZ7msZ8DtDC,ONLY_ONE_SIDE_SYNONYM
fatigue resistance,citrate synthase,Phenotype - Protein,:37184335:8RxSP56sXfBNPPmJGbvTU7,ONLY_ONE_SIDE_SYNONYM
fatigue resistance,mitochondrial respiratory complex II,Phenotype - Protein,:37184335:kHe7q33pWbBGdd6DSFc5Ff,TWO_SIDE_NO_SYNONYM
fatigue resistance,Pink1,Phenotype - Protein,:37184335:DwGSeUpFai5DN2Xk4GwrS4,ONLY_ONE_SIDE_SYNONYM
fatigue resistance,parkin,Phenotype - Protein,:37184335:BcfWCHgN4TxWAfZPfHF3Rk,TWO_SIDE_NO_SYNONYM
fatigue resistance,Bnip3,Phenotype - Protein,:37184335:aQ2mJrz6PdJDaRMQuWUHNY,ONLY_ONE_SIDE_SYNONYM
fatigue resistance,Bcl2l13,Phenotype - Protein,:37184335:Sex6VwbwTCBpUuqLNTkVHZ,ONLY_ONE_SIDE_SYNONYM
fatigue resistance,Src Tyr416,Phenotype - Protein,:37184335:GEPj3aWSCynV79qUU4vzfv,TWO_SIDE_NO_SYNONYM
fatigue resistance,Akt Ser473,Phenotype - Protein,:37184335:BPpi9wvYxXLFhcoPbDhrHT,TWO_SIDE_NO_SYNONYM
fatigue resistance,p62,Phenotype - Protein,:37184335:GmBYVEtAqZsQD22bKZ3qDj,TWO_SIDE_NO_SYNONYM
Corticosteroids,Duchenne muscular dystrophy,Drug - Disease (indication),:37182893:gKyaBfwGEZNVDj8TZQL6pU,ONLY_ONE_SIDE_SYNONYM
Corticosteroids,increased fracture risk,Drug - Phenotype,:37182893:6ufQPx4Qo7S4kFx93vkG64,ONLY_ONE_SIDE_SYNONYM
Corticosteroids,unwanted weight gain,Drug - Phenotype,:37182893:Gj5hACZXjTBFCiMtbfeLS5,TWO_SIDE_NO_SYNONYM
Corticosteroids,diabetes/prediabetes,Drug - Phenotype,:37182893:NYQiwdG2XHEoA5ziFLReQL,TWO_SIDE_NO_SYNONYM
Corticosteroids,behavior issues,Drug - Phenotype,:37182893:X6QkCupCdaTSmBjwrDfjyE,TWO_SIDE_NO_SYNONYM
Corticosteroids,delayed puberty,Drug - Phenotype,:37182893:nhmMiHpVpzjrzf9bqrA93t,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,rare neuromuscular disease,Disease - Phenotype (positive),:37175881:4rwRjSbxvvMfAv39ZgBFZ4,ONLY_ONE_SIDE_SYNONYM
DMD,significant fibrotic and adipogenic tissue deposition,Disease - Phenotype (positive),:37175881:jRPoiPtQgU7dvEJKXB9TSK,ONLY_ONE_SIDE_SYNONYM
AAV8-MD1,Duchenne muscular dystrophy,Drug - Disease (indication),:37175881:V3Bobyv74FnZcbkHNhux4S,ONLY_ONE_SIDE_SYNONYM
developing skeletal muscle,PLAG1,Anatomy - Protein (present),:37163936:9D5SAJQxXhxGD4ivRP3VZZ,ONLY_ONE_SIDE_SYNONYM
rhabdomyosarcoma (RMS),PLAG1,Disease - Protein,:37163936:MhtPbHEqCTXrTWjBroJdpZ,APPROVED(NODE_ALL_EXISTS)
dystrophic features,dystrophin,Phenotype - Protein,:37163936:cEDNdM6RopW9tN2UgrkF47,ONLY_ONE_SIDE_SYNONYM
down-regulation of dystrophin,IGF2,Phenotype - Protein,:37163936:7AKj4Z6dNQGTdA2YqAzaTC,ONLY_ONE_SIDE_SYNONYM
Duchene muscular dystrophy,genetic neuromuscular disorders,Disease - Phenotype (positive),:37145099:HEJW7qBwg78BfeBeLZkyxV,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,genetic neuromuscular disorders,Disease - Phenotype (positive),:37145099:R8HiJyc5oVcbAytvB3TNiF,ONLY_ONE_SIDE_SYNONYM
Duchene muscular dystrophy,dystrophin protein,Disease - Protein,:37145099:fNS5ksq8PPMiQ4ZcfxCcQZ,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,dystrophin protein,Disease - Protein,:37145099:6JFKufjQQTX3jqBDVQZF2Z,ONLY_ONE_SIDE_SYNONYM
Read-through therapies,genetic diseases,Drug - Disease (indication),:37145099:GhCVRmPRaG76GqThpPPL9E,ONLY_ONE_SIDE_SYNONYM
Read-through therapies,DMD,Drug - Disease (indication),:37145099:Y3VfhDsVRxABMwaasfYU53,ONLY_ONE_SIDE_SYNONYM
Read-through therapies,BMD,Drug - Disease (indication),:37145099:kANcj7fNEdhefHmSiRtsHj,ONLY_ONE_SIDE_SYNONYM
nonsense-mediated mRNA decay (NMD) process,mutant mRNAs,Biological process - Protein,:37145099:5GPcpZVjsvLnavmpgHrAXY,TWO_SIDE_NO_SYNONYM
read-through drugs,NMD inhibitors,Drug - Drug,:37145099:34DSmEraxAoHtgRDg4qQ25,TWO_SIDE_NO_SYNONYM
NMD inhibitors,nonsense-containing mRNAs,Drug - Protein,:37145099:dQhAXUayC8EnU73uiRXGSq,TWO_SIDE_NO_SYNONYM
NMD inhibitors,mutant dystrophin mRNA,Drug - Protein,:37145099:KrkBWJCBs3APafVPSrWupv,TWO_SIDE_NO_SYNONYM
Becker muscular dystrophy,X-linked disorder,Disease - Phenotype (positive),:37127427:dTWtVzkxqERFknZTxpAWd4,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,"slow, progressive muscle damage",Disease - Phenotype (positive),:37127427:6Q6645xh5rnosLfeuDK7VP,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,muscle weakness,Disease - Phenotype (positive),:37127427:4vyauPpv2i5nSFeDW7STA3,KG_ALREADY_EXISTS
Becker muscular dystrophy,fibre-size variation,Disease - Phenotype (positive),:37127427:HQpyqNbd5g9Vax9uWHGuCQ,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,replacement of skeletal muscle with fibrous and adipose tissues,Disease - Phenotype (positive),:37127427:kekhQVyNWWb4LZ692kAbhG,ONLY_ONE_SIDE_SYNONYM
BMD patients,larger RPBM fibre diameter,Disease - Phenotype (positive),:37127427:6ZRVw9ESd6zVvnzcBRas3P,TWO_SIDE_NO_SYNONYM
patients,larger median fibre diameters,Disease - Phenotype (positive),:37127427:eLPgNZrQNpuP6NWdX3oTsX,TWO_SIDE_NO_SYNONYM
patients,more intra-individual fibre diameter variability,Disease - Phenotype (positive),:37127427:2NqqDuT9HsgUMXwTNg7gws,TWO_SIDE_NO_SYNONYM
patients,larger fibrosis areas,Disease - Phenotype (positive),:37127427:VtsbbJAuPzFwpsFdrhDz8w,TWO_SIDE_NO_SYNONYM
Growth hormone secretagogues (GHSs),GHS-receptor 1a,Exposure - Protein,:37122711:HmpSDWfwQWsAiWsvjekZP2,TWO_SIDE_NO_SYNONYM
Growth hormone secretagogues (GHSs),inflammation,Exposure - Biological process,:37122711:KcnJEGFgEfi36xu5QaNjkL,ONLY_ONE_SIDE_SYNONYM
Growth hormone secretagogues (GHSs),metabolism,Exposure - Biological process,:37122711:bCKwYCiZ8YzQeRxY96BTLJ,ONLY_ONE_SIDE_SYNONYM
Growth hormone secretagogues (GHSs),GH/insulin-like growth factor-1 (IGF-1)-mediated myogenesis,Exposure - Biological process,:37122711:bsZ6LjrBgcgfLbakfUoPsw,TWO_SIDE_NO_SYNONYM
inhibit,angiotensin-converting enzyme,Molecular function - Protein,:37122711:fci9f7RjA64NZu5FxeTMsh,NO_ID
Duchenne muscular dystrophy (DMD),fibrosis,Disease - Phenotype (positive),:37122711:K5NSPzw735pSni7YHEbzfE,NO_ID
skeletal muscle,GHS receptor-1a,Anatomy - Protein (absent),:37122711:iWYUdbdy7DMtdZTV8nQyqC,ONLY_ONE_SIDE_SYNONYM
DMD,ADAMTS-5,Disease - Protein,:37122711:BkMDB5WTx4P5iV8sCczjhC,ONLY_ONE_SIDE_SYNONYM
DMD,MMP-9,Disease - Protein,:37122711:Z68akiPQ8sMoWrsLybxG4J,ONLY_ONE_SIDE_SYNONYM
extracellular matrix remodeling,metalloproteases,Biological process - Protein,:37122711:2pEVXQ7Dxrs7kMEB3HMdD5,ONLY_ONE_SIDE_SYNONYM
cytokine production,metalloproteases,Biological process - Protein,:37122711:2S2usYjU6jBJ2o4BwHTwv9,ONLY_ONE_SIDE_SYNONYM
EP80317,myofiber metabolism,Exposure - Biological process,:37122711:KsJsq9ZM7j5q2rvfnS8cwM,ONLY_ONE_SIDE_SYNONYM
JMV2894,myofiber metabolism,Exposure - Biological process,:37122711:abdo8Es4UTzmguwgqotbHu,ONLY_ONE_SIDE_SYNONYM
GHSs,anti-fibrotic action,Exposure - Biological process,:37122711:mJsZ8sUZqyucZHnjFkJKg2,TWO_SIDE_NO_SYNONYM
decrease in gene expression,TGF-β1,Biological process - Protein,:37122711:N58BQNEcAGFJWYUGDJpg7o,TWO_SIDE_NO_SYNONYM
decrease in gene expression,Col1a1,Biological process - Protein,:37122711:Rj66qHzYbaioAE67RPf8n5,ONLY_ONE_SIDE_SYNONYM
decreased levels,IL-6,Biological process - Protein,:37122711:5SLUfzr7aYtELS4n3H3qie,ONLY_ONE_SIDE_SYNONYM
decreased levels,CD68,Biological process - Protein,:37122711:R6SXZTPnsxsdXQwFTswugq,NO_ID
increment in expression,Sirt-1,Biological process - Protein,:37122711:aAs92hEiodYfwmm34CsMGj,TWO_SIDE_NO_SYNONYM
increment in expression,PGC-1α,Biological process - Protein,:37122711:fVpfTDxm89Y7KkLunuGbMG,TWO_SIDE_NO_SYNONYM
increment in expression,MEF2c,Biological process - Protein,:37122711:aKKfrtx76hceN5eonGFRx9,ONLY_ONE_SIDE_SYNONYM
ataluren,nonsense mutation Duchenne muscular dystrophy,Drug - Disease (indication),:37115359:KBoJVbbMUDQ6rtQgiBphYB,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:37108685:fzC5HedY5PfxAKdYnbAkCS,KG_ALREADY_EXISTS
DMD,cognitive weakness,Disease - Phenotype (positive),:37108685:Y9v6TbVhAtrFpVgCqC8Bba,ONLY_ONE_SIDE_SYNONYM
DMD,progressive skeletal and cardiac muscle degeneration,Disease - Phenotype (positive),:37108685:bUqNJLSzzYB6y9N4bWDH5C,ONLY_ONE_SIDE_SYNONYM
DMD,pre-mature death from cardiac or respiratory failure,Disease - Phenotype (positive),:37108685:PRtz62BC9KrQLETgTuZ3LJ,ONLY_ONE_SIDE_SYNONYM
DMD,late-onset heart failure,Disease - Phenotype (positive),:37108685:2RNB5FhrMTf4k4e5ihWqAH,ONLY_ONE_SIDE_SYNONYM
DMD,emergent cognitive degeneration,Disease - Phenotype (positive),:37108685:JgyVCYys5FDSXkNhDJmXy9,ONLY_ONE_SIDE_SYNONYM
translocator protein,inflammatory marker,Molecular function - Protein,:37108685:GxAwkC4WtCa8pkZRGRFD66,ONLY_ONE_SIDE_SYNONYM
amnion-derived mesenchymal stromal cells,DMD,Drug - Disease (indication),:37106393:Zsou5NiuYx7A4LXoMqJ7u3,ONLY_ONE_SIDE_SYNONYM
ceRBE,Duchenne muscular dystrophy,Drug - Disease (indication),:37098587:Rax2Lkoi6hH4HPTiph43Ao,ONLY_ONE_SIDE_SYNONYM
ceRBE,genetic diseases,Drug - Disease (indication),:37098587:ktqeP779ngNKYPLhs4G59y,ONLY_ONE_SIDE_SYNONYM
contiguous gene deletion syndromes,concurrence of apparently unrelated clinical features,Disease - Phenotype (positive),:37091526:ZFxrBSmYHkjop3SeJ3ZJU6,ONLY_ONE_SIDE_SYNONYM
Xp21 contiguous gene deletion syndrome,GK,Disease - Protein,:37091526:Knhydz3YWgCLkJmYdAXd2U,APPROVED(NODE_ALL_EXISTS)
Xp21 contiguous gene deletion syndrome,DMD,Disease - Protein,:37091526:oZ82AgMheiK3xWzrarvaKR,NO_ID
Xp21 contiguous gene deletion syndrome,NR0B1,Disease - Protein,:37091526:FEinLDy8q8gktBexmVBQcF,APPROVED(NODE_ALL_EXISTS)
Xp21 contiguous gene deletion syndrome,complex phenotype,Disease - Phenotype (positive),:37091526:a6VHn2jtuVxUKWhW4kzaST,ONLY_ONE_SIDE_SYNONYM
CGDS,Development delay,Disease - Phenotype (positive),:37091526:BC6PEHHEDsPxnfA3rFCRXB,KG_ALREADY_EXISTS
CGDS,intellectual disability,Disease - Phenotype (positive),:37091526:QBBjRq3eEvhsQhmCP4NqDo,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,intellectual disability,Disease - Phenotype (positive),:37091526:YLmSMMHtBzYnfA4ZC8L76E,APPROVED(NODE_ALL_EXISTS)
glycerol kinase deficiency,intellectual disability,Disease - Phenotype (positive),:37091526:YcsbnYAfGyodQg6Sapwddp,KG_ALREADY_EXISTS
contiguous gene deletion syndrome Xp2.1,intellectual disability,Disease - Phenotype (positive),:37091526:ZdCwh8mGE5WTmV4QJSy3cx,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:37091526:JfCjFjP4QWpc3L68wQf3PK,ONLY_ONE_SIDE_SYNONYM
Xp21 CGDS,DMD,Disease - Protein,:37091526:miTjPg4za7rnve93iP89b4,ONLY_ONE_SIDE_SYNONYM
Xp21 CGDS,GK genes,Disease - Protein,:37091526:bqtUNMQZm8cUngch67EGnH,TWO_SIDE_NO_SYNONYM
complex GKD syndrome,DMD,Disease - Protein,:37091526:fVfvm95EaFwkTYtt3afUtf,ONLY_ONE_SIDE_SYNONYM
complex GKD syndrome,GK,Disease - Protein,:37091526:LuhdUSZXK27DFZTwm23Gto,ONLY_ONE_SIDE_SYNONYM
complex GKD syndrome,adrenal hypoplasia,Disease - Disease,:37091526:fsd5vjs3pP84ECWXuic4UY,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,attention-deficit hyperactivity disorder,Disease - Disease,:37084967:7cdJSQgqPLQTf6TTSPmqYr,APPROVED(NODE_ALL_EXISTS)
ADHD,symptoms and side-effects,Disease - Phenotype (positive),:37084967:XmNTcuZHM477wu5gW8msGY,ONLY_ONE_SIDE_SYNONYM
attention-deficit hyperactivity disorder,"lower HRQoL on the subscales of emotional, social, and school functioning",Disease - Phenotype (positive),:37084967:F2hj4JPa2LQMKKhBJLvwd3,ONLY_ONE_SIDE_SYNONYM
attention-deficit hyperactivity disorder,"higher burden of clinical symptoms, health service utilization, and psychosocial factors on HRQoL",Disease - Phenotype (positive),:37084967:FPg9eiLnZxupEAxsFySeLU,ONLY_ONE_SIDE_SYNONYM
DMD/BMD,rare,Disease - Phenotype (positive),:37081823:ae8xzqhQ3rZAnveirKeM9S,TWO_SIDE_NO_SYNONYM
DMD/BMD,progressive,Disease - Phenotype (positive),:37081823:2P6bB5eS7uzACtmMMJKqvR,ONLY_ONE_SIDE_SYNONYM
DMD/BMD,incurable,Disease - Phenotype (positive),:37081823:RtSVrekZ7rqceP7ujZbqEp,TWO_SIDE_NO_SYNONYM
DMD/BMD,life-limiting paediatric-onset,Disease - Phenotype (positive),:37081823:cK2RtCw5vUNEiRmwh55pcs,TWO_SIDE_NO_SYNONYM
DMD/BMD,neuromuscular diseases,Disease - Disease,:37081823:Mb8iGmVQYz8W6fhf7FrF2J,ONLY_ONE_SIDE_SYNONYM
DMD/BMD,specific neuropsychological deficits,Disease - Phenotype (positive),:37081823:ShzbMuq3V8crFDXipzj7Wj,TWO_SIDE_NO_SYNONYM
DMD/BMD,worse social cognition tasks,Disease - Phenotype (positive),:37081823:iM5kaidohxZoDkEdHysvXC,TWO_SIDE_NO_SYNONYM
DMD/BMD,impaired social cognition,Disease - Phenotype (positive),:37081823:ayjMRwji5FEeXENRbjUWPn,TWO_SIDE_NO_SYNONYM
DMD/BMD,social cognition difficulties,Disease - Phenotype (positive),:37081823:Y9vtt6KJBxSmBfHTgTjDz6,TWO_SIDE_NO_SYNONYM
muscular dystrophy,sleep apnoea,Disease - Phenotype (positive),:37072321:P2vdRB4gyR8pTgju9gtDzK,APPROVED(NODE_ALL_EXISTS)
muscular dystrophy,hypoventilation,Disease - Phenotype (positive),:37072321:2fkA4SDEJaqWE9S9QnbGSw,APPROVED(NODE_ALL_EXISTS)
muscular dystrophy,DMD-Duchenne,Disease - Disease,:37072321:VoxeinT4riARnetD4Pc58d,ONLY_ONE_SIDE_SYNONYM
muscular dystrophy,Becker MD,Disease - Disease,:37072321:KcXTh36eiHSrtzfBdmJrLt,ONLY_ONE_SIDE_SYNONYM
muscular dystrophy,CMD-congenital,Disease - Disease,:37072321:jCc97R4JpdejZptvdv8wtD,ONLY_ONE_SIDE_SYNONYM
muscular dystrophy,LGMD-limb-girdle,Disease - Disease,:37072321:nb7Gc7LworzdYdCnpfHuU8,ONLY_ONE_SIDE_SYNONYM
muscular dystrophy,DM-myotonic dystrophy,Disease - Disease,:37072321:KBvGAgRG3GzdXmuMhHkzvM,APPROVED(NODE_ALL_EXISTS)
DMD-Duchenne,sleep apnoea,Disease - Phenotype (positive),:37072321:CEC3zZthC66m4w5PAam7Fj,ONLY_ONE_SIDE_SYNONYM
Becker MD,sleep apnoea,Disease - Phenotype (positive),:37072321:kzmfJcCtnkHvHHZaUBRnp9,ONLY_ONE_SIDE_SYNONYM
CMD-congenital,sleep apnoea,Disease - Phenotype (positive),:37072321:FFxDrytUbH5fDiGr8AYvRi,ONLY_ONE_SIDE_SYNONYM
LGMD-limb-girdle,sleep apnoea,Disease - Phenotype (positive),:37072321:EcpjUR2eKYeJtptaqRkFhV,ONLY_ONE_SIDE_SYNONYM
DM-myotonic dystrophy,sleep apnoea,Disease - Phenotype (positive),:37072321:9oZLHS7UzCKcVZwPMeZagq,APPROVED(NODE_ALL_EXISTS)
CMD,hypoventilation,Disease - Phenotype (positive),:37072321:PmQE4izu49CBRszaXUQdcC,APPROVED(NODE_ALL_EXISTS)
DMD,hypoventilation,Disease - Phenotype (positive),:37072321:cjdDg7wXocRV5ek3YviJfR,KG_ALREADY_EXISTS
DM,hypoventilation,Disease - Phenotype (positive),:37072321:Yadayp3a3oWHqCs9ws6q8i,APPROVED(NODE_ALL_EXISTS)
CMD,In-sleep average heart rate,Disease - Phenotype (positive),:37072321:9QNAP6hS72g8ug9rtxiLem,ONLY_ONE_SIDE_SYNONYM
DMD,In-sleep average heart rate,Disease - Phenotype (positive),:37072321:gybeSuJoocxSgncPnabrZF,ONLY_ONE_SIDE_SYNONYM
MD,Sleep-disordered breathing,Disease - Phenotype (positive),:37072321:YHyY53hkjQfH2yvxCpE3AH,APPROVED(NODE_ALL_EXISTS)
MD,respiratory muscle weakness,Disease - Phenotype (positive),:37072321:bo6SsjrHnVwfecP4m5Rksy,APPROVED(NODE_ALL_EXISTS)
Muscular dystrophies,severe muscle wasting,Disease - Phenotype (positive),:37071470:PWQnHwamStUrkjds4xfBsm,ONLY_ONE_SIDE_SYNONYM
cell survival,TAK1,Biological process - Protein,:37071470:8y3wLwNWNj7EY6bfHwciSK,ONLY_ONE_SIDE_SYNONYM
growth,TAK1,Biological process - Protein,:37071470:oMAuJnAS9R6L8oLnRngCnG,APPROVED(NODE_ALL_EXISTS)
inflammation,TAK1,Biological process - Protein,:37071470:hTDsUYPp6ysyLrUDN5Z2Gj,KG_ALREADY_EXISTS
DMD,TAK1,Disease - Protein,:37071470:SixG5kw88wyBkdBjgGETBg,APPROVED(NODE_ALL_EXISTS)
skeletal muscle mass,TAK1,Biological process - Protein,:37071470:5qG8GmaNwB8vRm2BTLXSxN,NO_ID
Duchenne muscular dystrophy,progressive systemic muscle wasting,Disease - Phenotype (positive),:37063046:gGxZL8sumfgxfYg8Mg3NJ6,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,respiratory paralysis,Disease - Phenotype (positive),:37063046:BZtnsRXaqvJLrxRmbwjNy2,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,early death,Disease - Phenotype (positive),:37063046:m7URcdg3jsjVB7vBvdqLhd,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:37063046:oXFXZRNP7A6Z6LLtdsCHbJ,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,X-linked disease,Disease - Phenotype (positive),:37063046:m7XAGfFdJnmvNJWg6Ys5a6,ONLY_ONE_SIDE_SYNONYM
DMD,dyskeratosis,Disease - Phenotype (positive),:37063046:FUcaXdY7wEp7GVs5j9d5tx,ONLY_ONE_SIDE_SYNONYM
DMD,parakeratosis,Disease - Phenotype (positive),:37063046:JcnEuhdHgdBbiU78LABA3M,APPROVED(NODE_ALL_EXISTS)
DMD,Esophageal injury,Disease - Phenotype (positive),:37063046:MFbZwipL2Ph5CgpqJpuu38,ONLY_ONE_SIDE_SYNONYM
DMD,mild esophagitis,Disease - Phenotype (positive),:37063046:eEkxQERNyHjHqoaqgvfhMg,ONLY_ONE_SIDE_SYNONYM
DMD,spongiosis,Disease - Phenotype (positive),:37063046:YjapgaXNcvtrjgL9Jf9fN2,APPROVED(NODE_ALL_EXISTS)
DMD,dystrophin gene,Disease - Protein,:37060897:hbyoEb7eJHsWW6AaL7uJ5x,ONLY_ONE_SIDE_SYNONYM
dystrophy,utrophin,Disease - Protein,:37060897:Wa5pGVJNmawgzw8tST3Adp,ONLY_ONE_SIDE_SYNONYM
pathology,utrophin,Disease - Protein,:37060897:AfacBRDC9fLhxK5mD7ttAJ,ONLY_ONE_SIDE_SYNONYM
DMD,dystrophin protein,Disease - Protein,:37060194:4zLBiwJz5DxQRPCfWabxy3,ONLY_ONE_SIDE_SYNONYM
Duchenne and Becker muscular dystrophy,dystrophin,Disease - Protein,:37047330:Y9rbkhc8CMZm47Ytv3hBoG,APPROVED
mild BMD,dystrophin,Disease - Protein,:37047330:PAzdMPTZbwxn4AmweLJJCf,ONLY_ONE_SIDE_SYNONYM
expression,dystrophin-associated protein complexes (DAPCs),Biological process - Protein,:37047330:Gk8JNpTFLzM6QsWDU3e4qs,ONLY_ONE_SIDE_SYNONYM
drisapersen,DMD,Drug - Disease (indication),:37036788:Sw9jLvgcnDkMJDTCTCZPRM,APPROVED
